instance_name solver_name ext_heuristic solution_value solution_time best_lb root_lb root_time nb_branch_and_bound_nodes
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/E-n23-k3 CPLEX True 569.0 0.254084448 569.0 569.0 0.25131735899999996 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n50-k7 CLP False 554.0000000711627 2.754366149 554.0 554.0 2.749587129 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n46-k7 CLP True 914.0 1.399568807 914.0 914.0 1.395481021 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n46-k7 CPLEX True 913.9999999999998 1.470279525 914.0 914.0 1.465381987 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n38-k5 CPLEX False 729.9999999999998 6.380064516999999 730.0 730.0 6.370748445 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n38-k5 CLP False 729.9999999999882 6.612953614 730.0 730.0 6.607894637 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n32-k5 CPLEX True 784.0 1.969849859 784.0 784.0 1.9661788999999998 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n55-k15 CLP False 941.0 2.655478666 941.0 941.0 2.652009458 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n51-k10 CLP False 740.9999999999995 2.8201933550000002 741.0 741.0 2.815579309 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n44-k7 CLP True 908.9999998244239 1.181045796 909.0 909.0 1.17789724 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n35-k5 CLP True 955.0000000236216 1.5749778190000001 955.0 955.0 1.5710899900000002 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n34-k5 CPLEX False 787.9999999999995 6.49665906 788.0 788.0 6.493488963999999 1
